iter	Logloss
551	0.4329920099
552	0.432919375
553	0.4328371326
554	0.4327795052
555	0.4326908181
556	0.4326142014
557	0.4325653484
558	0.4325141584
559	0.4324446233
560	0.4323709424
561	0.4323130127
562	0.4322233307
563	0.4321755775
564	0.432099586
565	0.4320478449
566	0.4320005916
567	0.4319251374
568	0.4318423752
569	0.4317691752
570	0.4317080751
571	0.4316602597
572	0.4315848938
573	0.4315289821
574	0.4314689201
575	0.431395082
576	0.4313166626
577	0.4312491064
578	0.4311838783
579	0.4311145617
580	0.4310264654
581	0.4309493125
582	0.4308748613
583	0.4308392707
584	0.4307816902
585	0.4307081508
586	0.4306447085
587	0.4306060533
588	0.4305354679
589	0.4304635325
590	0.4303803028
591	0.4303289818
592	0.430237844
593	0.4301714327
594	0.4301043839
595	0.4300391225
596	0.4299596557
597	0.4298781392
598	0.4298159314
599	0.4297469136
600	0.4296613241
601	0.4295901998
602	0.4295158893
603	0.4294309175
604	0.4293618166
605	0.4292891208
606	0.4292245022
607	0.4291410682
608	0.4290351104
609	0.4289696077
610	0.4288858853
611	0.4288308339
612	0.4287489387
613	0.4286489025
614	0.4285790309
615	0.4285092132
616	0.4284385869
617	0.4283805762
618	0.4282976637
619	0.4282154577
620	0.4281431959
621	0.4280716575
622	0.4279844582
623	0.4279082957
624	0.4278403871
625	0.427768672
626	0.4276989295
627	0.4276345793
628	0.4275816845
629	0.427535375
630	0.4274454156
631	0.4273795237
632	0.4272924656
633	0.4272426643
634	0.4271484231
635	0.4270607999
636	0.4269853535
637	0.4269035453
638	0.4268238421
639	0.4267464371
640	0.4266807081
641	0.426599206
642	0.4264848988
643	0.4264140205
644	0.4263495308
645	0.4262832689
646	0.4262149382
647	0.4261298174
648	0.4260708684
649	0.4260228094
650	0.4259528465
651	0.4258974388
652	0.4258310093
653	0.4257502548
654	0.4256984191
655	0.4256199016
656	0.4255314283
657	0.4254536071
658	0.4253694103
659	0.4252926335
660	0.4252358035
661	0.4251501562
662	0.4250695127
663	0.424998395
664	0.4249226047
665	0.4248579102
666	0.4247782662
667	0.424718346
668	0.4246383824
669	0.4245789089
670	0.4244976866
671	0.4244305359
672	0.4244067777
673	0.4243427284
674	0.4243025701
675	0.4242370129
676	0.4241870251
677	0.4241201519
678	0.4240803507
679	0.4240179883
680	0.4239674004
681	0.4239100151
682	0.4238602839
683	0.4238143752
684	0.4237567939
685	0.4237040782
686	0.4236489447
687	0.4236016849
688	0.4235640537
689	0.4235019162
690	0.4234195239
691	0.4233548497
692	0.4233122899
693	0.4232531995
694	0.4231937612
695	0.4231345721
696	0.4230640006
697	0.4230052401
698	0.4229276723
699	0.4228810211
700	0.4228040239
701	0.4227469326
702	0.4226926944
703	0.4226261698
704	0.422577204
705	0.4225316734
706	0.4224689887
707	0.4223996842
708	0.4223356124
709	0.422270559
710	0.4222062915
711	0.4221212759
712	0.4220293627
713	0.4219544149
714	0.4218928527
715	0.4218448143
716	0.421800323
717	0.4217360214
718	0.4216836349
719	0.4216452235
720	0.4215642982
721	0.421487447
722	0.4214206773
723	0.4213493523
724	0.4212977986
725	0.4212451341
726	0.4211833646
727	0.4211332072
728	0.4210730466
729	0.4210030186
730	0.4209331138
731	0.4208686446
732	0.4207977996
733	0.4207195886
734	0.420691223
735	0.420615376
736	0.4205386331
737	0.420475495
738	0.4203981878
739	0.4203237925
740	0.4202762789
741	0.4202059235
742	0.4201268928
743	0.4200401997
744	0.4199773486
745	0.4199072012
746	0.4198433243
747	0.4197627161
748	0.4196898005
749	0.4196437706
750	0.4195823385
751	0.4195100672
752	0.4194419557
753	0.4193778386
754	0.4193068414
755	0.4192394854
756	0.4191827406
757	0.4191114688
758	0.4190477163
759	0.4190034223
760	0.4189483662
761	0.4188862854
762	0.4187936355
763	0.4187231742
764	0.4186501429
765	0.4186221682
766	0.4185580077
767	0.418489918
768	0.4183983697
769	0.418354624
770	0.4182766296
771	0.418195525
772	0.4181151871
773	0.4180336326
774	0.4179699566
775	0.4179147758
776	0.4178417015
777	0.4177796739
778	0.4177120814
779	0.4176478031
780	0.4176037663
781	0.4175388443
782	0.4174819947
783	0.4174405727
784	0.4173685732
785	0.4172967431
786	0.4172104195
787	0.4171417925
788	0.4170641536
789	0.4170163064
790	0.4169759345
791	0.416914679
792	0.4168537251
793	0.4167847377
794	0.4167102085
795	0.4166418853
796	0.4165647925
797	0.4164893291
798	0.4164179434
799	0.4163501212
800	0.4162610407
801	0.4162007817
802	0.4161491728
803	0.4161087453
804	0.4160447692
805	0.4159767985
806	0.4159011728
807	0.4158311125
808	0.4157427673
809	0.4156786292
810	0.4156203362
811	0.4155516218
812	0.4154887935
813	0.4154462825
814	0.4153904972
815	0.4153206243
816	0.4152574096
817	0.4151869219
818	0.4151201042
819	0.4150456455
820	0.4149861522
821	0.4149083214
822	0.4148492977
823	0.4147926535
824	0.4147266327
825	0.414657264
826	0.4146135026
827	0.4145515928
828	0.4144678258
829	0.4143961094
830	0.414334508
831	0.4142766632
832	0.4142137643
833	0.4141485329
834	0.4141303509
835	0.4140661001
836	0.414022062
837	0.4139556039
838	0.4138921678
839	0.4138284929
840	0.4137720538
841	0.4136939148
842	0.4136609568
843	0.4136076519
844	0.4135372956
845	0.4134670064
846	0.4134075258
847	0.4133574549
848	0.4132958968
849	0.4132497091
850	0.4131997294
851	0.4131600055
852	0.4130933392
853	0.4130266826
854	0.4129649945
855	0.4129141149
856	0.4128641165
857	0.4128248718
858	0.412793089
859	0.4127312282
860	0.4126524321
861	0.4126054089
862	0.4125387571
863	0.4124766563
864	0.4124003955
865	0.4123448415
866	0.4122979195
867	0.4122448544
868	0.4121855713
869	0.4121377302
870	0.4120771524
871	0.4120167534
872	0.4119567583
873	0.4118929001
874	0.4118442299
875	0.4117487293
876	0.4116653838
877	0.4116036736
878	0.4115454017
879	0.4114801993
880	0.4114239535
881	0.4113630386
882	0.4113092279
883	0.4112443534
884	0.4111670986
885	0.4111028299
886	0.4110256695
887	0.4109881772
888	0.4109207072
889	0.4108445405
890	0.4108117032
891	0.410745085
892	0.410679827
893	0.4106211097
894	0.4105507673
895	0.4104854369
896	0.4104252571
897	0.4103974541
898	0.4103357339
899	0.410289494
900	0.4102188219
901	0.4101637245
902	0.4101124326
903	0.4100537295
904	0.4099916107
905	0.4099585774
906	0.4098873929
907	0.4098295984
908	0.4097669925
909	0.4097141532
910	0.4096600547
911	0.4096040136
912	0.409550464
913	0.4094967135
914	0.4094231078
915	0.4093601696
916	0.4092975844
917	0.4092235885
918	0.4091528593
919	0.4090896366
920	0.4090182689
921	0.4089554382
922	0.4088914914
923	0.4088355207
924	0.4087704553
925	0.408702335
926	0.4086528025
927	0.4085804915
928	0.40853529
929	0.4084869525
930	0.4084244303
931	0.4083585609
932	0.4082954954
933	0.4082293888
934	0.4081606955
935	0.4081141884
936	0.4080624091
937	0.4080117935
938	0.4079459214
939	0.4078966783
940	0.4078251309
941	0.4077908375
942	0.4077306992
943	0.4076859992
944	0.4076138801
945	0.4075391504
946	0.407468686
947	0.4074161133
948	0.4073399586
949	0.4072923209
950	0.407235092
951	0.4071731465
952	0.4071082025
953	0.4070631797
954	0.4069971172
955	0.4069478678
956	0.4068833952
957	0.4068271245
958	0.4067500577
959	0.4066990232
960	0.4066443141
961	0.4065851153
962	0.4065395997
963	0.4064671258
964	0.4064075524
965	0.406376258
966	0.4063328974
967	0.4062708221
968	0.4062087925
969	0.4061470374
970	0.4060844714
971	0.4060227114
972	0.4059456535
973	0.4058706725
974	0.4058090933
975	0.4057408054
976	0.4056847007
977	0.4056244134
978	0.405591688
979	0.4055581542
980	0.405501268
981	0.405449056
982	0.4054023696
983	0.4053468043
984	0.4052792687
985	0.4052334529
986	0.4051760215
987	0.4051281655
988	0.4050573693
989	0.4049988182
990	0.404944479
991	0.4048823585
992	0.4048085418
993	0.4047470153
994	0.4046937531
995	0.4046204299
996	0.404563868
997	0.4045089009
998	0.4044560928
999	0.4043935887
